,movie_title,movie_imdb_link,num_voted_users,imdb_score,duration,gross,content_rating,budget,title_year
2709,The Importance of Being Earnest ,http://www.imdb.com/title/tt0278500/?ref_=fn_tt_tt_1,18966,6.9,97.0,8378141.0,PG,15000000.0,2002.0
2710,The Love Letter ,http://www.imdb.com/title/tt0140340/?ref_=fn_tt_tt_1,1465,7.4,99.0,,Unrated,,1998.0
2711,Hoot ,http://www.imdb.com/title/tt0453494/?ref_=fn_tt_tt_1,6562,5.6,91.0,8080116.0,PG,15000000.0,2006.0
2712,In Bruges ,http://www.imdb.com/title/tt0780536/?ref_=fn_tt_tt_1,307639,8.0,107.0,7757130.0,R,15000000.0,2008.0
2713,Peeples ,http://www.imdb.com/title/tt1699755/?ref_=fn_tt_tt_1,4065,5.3,95.0,9123834.0,PG-13,15000000.0,2013.0
2714,The Rocker ,http://www.imdb.com/title/tt1031969/?ref_=fn_tt_tt_1,32311,6.2,102.0,6409206.0,PG-13,15000000.0,2008.0
2715,Post Grad ,http://www.imdb.com/title/tt1142433/?ref_=fn_tt_tt_1,11498,5.3,88.0,6373693.0,PG-13,15000000.0,2009.0
2716,Promised Land ,http://www.imdb.com/title/tt2091473/?ref_=fn_tt_tt_1,30284,6.6,106.0,7556708.0,R,15000000.0,2012.0
2717,Whatever Works ,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1,58967,7.2,92.0,5306447.0,PG-13,15000000.0,2009.0
2718,The In Crowd ,http://www.imdb.com/title/tt0163676/?ref_=fn_tt_tt_1,3668,4.6,105.0,5217498.0,PG-13,15000000.0,2000.0
2719,Three Burials ,http://www.imdb.com/title/tt0419294/?ref_=fn_tt_tt_1,34194,7.5,107.0,5023275.0,R,15000000.0,2005.0
2720,Jakob the Liar ,http://www.imdb.com/title/tt0120716/?ref_=fn_tt_tt_1,12601,6.5,120.0,4956401.0,PG-13,15000000.0,1999.0
2721,Kiss Kiss Bang Bang ,http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1,175962,7.6,103.0,4235837.0,R,15000000.0,2005.0
2722,Idle Hands ,http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1,33745,6.2,92.0,4002955.0,R,20000000.0,1999.0
2723,Mulholland Drive ,http://www.imdb.com/title/tt0166924/?ref_=fn_tt_tt_1,235992,8.0,147.0,7219578.0,R,15000000.0,2001.0
2724,Blood and Chocolate ,http://www.imdb.com/title/tt0397044/?ref_=fn_tt_tt_1,15388,5.5,98.0,3525161.0,PG-13,,2007.0
2725,You Will Meet a Tall Dark Stranger ,http://www.imdb.com/title/tt1182350/?ref_=fn_tt_tt_1,36145,6.3,98.0,3247816.0,R,22000000.0,2010.0
2726,Never Let Me Go ,http://www.imdb.com/title/tt1334260/?ref_=fn_tt_tt_1,109873,7.2,103.0,2412045.0,R,15000000.0,2010.0
2727,The Company             ,http://www.imdb.com/title/tt0488352/?ref_=fn_tt_tt_1,3828,7.9,286.0,,,,
2728,Transsiberian ,http://www.imdb.com/title/tt0800241/?ref_=fn_tt_tt_1,42792,6.7,111.0,2203641.0,R,15000000.0,2008.0
2729,The Clan of the Cave Bear ,http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1,4996,5.3,98.0,1953732.0,R,15000000.0,1986.0
2730,Crazy in Alabama ,http://www.imdb.com/title/tt0142201/?ref_=fn_tt_tt_1,5917,6.3,111.0,1954202.0,PG-13,15000000.0,1999.0
2731,Funny Games ,http://www.imdb.com/title/tt0808279/?ref_=fn_tt_tt_1,69569,6.5,111.0,1294640.0,R,15000000.0,2007.0
2732,Listening ,http://www.imdb.com/title/tt3153582/?ref_=fn_tt_tt_1,1933,5.6,100.0,,,,2014.0
2733,Felicia's Journey ,http://www.imdb.com/title/tt0165773/?ref_=fn_tt_tt_1,6690,7.0,116.0,819852.0,PG-13,,1999.0
2734,Metropolis ,http://www.imdb.com/title/tt0017136/?ref_=fn_tt_tt_1,111841,8.3,145.0,26435.0,Not Rated,6000000.0,1927.0
2735,District B13 ,http://www.imdb.com/title/tt0414852/?ref_=fn_tt_tt_1,55928,7.2,84.0,1197786.0,R,12000000.0,2004.0
2736,Things to Do in Denver When You're Dead ,http://www.imdb.com/title/tt0114660/?ref_=fn_tt_tt_1,22345,6.8,115.0,529766.0,R,7000000.0,1995.0
2737,The Assassin ,http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1,9427,6.4,105.0,613556.0,Not Rated,15000000.0,2015.0
2738,Buffalo Soldiers ,http://www.imdb.com/title/tt0252299/?ref_=fn_tt_tt_1,20730,6.9,98.0,353743.0,R,15000000.0,2001.0
2739,The Return ,http://www.imdb.com/title/tt0376968/?ref_=fn_tt_tt_1,31589,8.0,99.0,502028.0,Unrated,,2003.0
2740,Ong-bak 2 ,http://www.imdb.com/title/tt0785035/?ref_=fn_tt_tt_1,24570,6.2,110.0,102055.0,R,300000000.0,2008.0
2741,Centurion ,http://www.imdb.com/title/tt1020558/?ref_=fn_tt_tt_1,64777,6.4,97.0,122288.0,R,,2010.0
2742,Silent Trigger ,http://www.imdb.com/title/tt0117653/?ref_=fn_tt_tt_1,2699,5.6,88.0,,R,9000000.0,1996.0
2743,The Midnight Meat Train ,http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1,47574,6.1,103.0,73548.0,R,15000000.0,2008.0
2744,Winnie Mandela ,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,609,6.0,104.0,,R,15000000.0,2011.0
2745,The Son of No One ,http://www.imdb.com/title/tt1535612/?ref_=fn_tt_tt_1,14280,5.1,90.0,28870.0,R,15000000.0,2011.0
2746,All the Queen's Men ,http://www.imdb.com/title/tt0252223/?ref_=fn_tt_tt_1,2236,4.5,105.0,22723.0,PG-13,25000000.0,2001.0
2747,The Good Night ,http://www.imdb.com/title/tt0484111/?ref_=fn_tt_tt_1,7519,5.9,93.0,20380.0,R,15000000.0,2007.0
2748,Bathory: Countess of Blood ,http://www.imdb.com/title/tt0469640/?ref_=fn_tt_tt_1,3425,6.0,141.0,,R,,2008.0
2749,Khumba ,http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1,4006,5.8,85.0,,Not Rated,20000000.0,2013.0
2750,Automata ,http://www.imdb.com/title/tt1971325/?ref_=fn_tt_tt_1,41638,6.1,109.0,,R,7000000.0,2014.0
2751,Dungeons & Dragons: Wrath of the Dragon God ,http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1,5018,4.9,105.0,,Not Rated,15000000.0,2005.0
2752,Chiamatemi Francesco - Il Papa della gente ,http://www.imdb.com/title/tt3856124/?ref_=fn_tt_tt_1,80,5.7,98.0,,,15000000.0,2015.0
2753,Shinjuku Incident ,http://www.imdb.com/title/tt1075419/?ref_=fn_tt_tt_1,9177,7.1,119.0,,R,15000000.0,2009.0
2754,Pandaemonium ,http://www.imdb.com/title/tt0210217/?ref_=fn_tt_tt_1,695,6.6,124.0,,PG-13,15000000.0,2000.0
2755,Groundhog Day ,http://www.imdb.com/title/tt0107048/?ref_=fn_tt_tt_1,437418,8.1,101.0,70906973.0,PG,14600000.0,1993.0
2756,Magic Mike XXL ,http://www.imdb.com/title/tt2268016/?ref_=fn_tt_tt_1,38202,5.7,115.0,66009973.0,R,14800000.0,2015.0
2757,Romeo + Juliet ,http://www.imdb.com/title/tt0117509/?ref_=fn_tt_tt_1,167750,6.8,120.0,46338728.0,PG-13,14500000.0,1996.0
2758,Sarah's Key ,http://www.imdb.com/title/tt1668200/?ref_=fn_tt_tt_1,12937,7.5,111.0,7691700.0,PG-13,10000000.0,2010.0
2759,Freedom ,http://www.imdb.com/title/tt2584018/?ref_=fn_tt_tt_1,993,6.2,94.0,,R,14500000.0,2014.0
2760,Unforgiven ,http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1,277505,8.3,131.0,101157447.0,R,14400000.0,1992.0
2761,Manderlay ,http://www.imdb.com/title/tt0342735/?ref_=fn_tt_tt_1,18646,7.4,139.0,74205.0,Not Rated,14200000.0,2005.0
2762,Slumdog Millionaire ,http://www.imdb.com/title/tt1010048/?ref_=fn_tt_tt_1,641997,8.0,120.0,141319195.0,R,15000000.0,2008.0
2763,Fatal Attraction ,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,55101,6.9,119.0,156645693.0,R,14000000.0,1987.0
2764,Pretty Woman ,http://www.imdb.com/title/tt0100405/?ref_=fn_tt_tt_1,213476,6.9,125.0,178406268.0,R,14000000.0,1990.0
2765,Towering Inferno             ,http://www.imdb.com/title/tt0691996/?ref_=fn_tt_tt_1,10,9.5,65.0,,,,
2766,Crocodile Dundee II ,http://www.imdb.com/title/tt0092493/?ref_=fn_tt_tt_1,44096,5.5,108.0,109306210.0,PG,15800000.0,1988.0
2767,Broken Horses ,http://www.imdb.com/title/tt2503954/?ref_=fn_tt_tt_1,1554,5.7,101.0,,R,15000000.0,2015.0
2768,Born on the Fourth of July ,http://www.imdb.com/title/tt0096969/?ref_=fn_tt_tt_1,76842,7.2,145.0,70001698.0,R,14000000.0,1989.0
2769,Cool Runnings ,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,69733,6.9,98.0,68856263.0,PG,15000000.0,1993.0
2770,My Bloody Valentine ,http://www.imdb.com/title/tt1179891/?ref_=fn_tt_tt_1,45603,5.5,101.0,51527787.0,R,15000000.0,2009.0
2771,The Possession ,http://www.imdb.com/title/tt0431021/?ref_=fn_tt_tt_1,47169,5.9,92.0,49122319.0,PG-13,14000000.0,2012.0
2772,First Blood ,http://www.imdb.com/title/tt0083944/?ref_=fn_tt_tt_1,172493,7.7,93.0,,R,14000000.0,1982.0
2773,Stomp the Yard ,http://www.imdb.com/title/tt0775539/?ref_=fn_tt_tt_1,19505,5.2,109.0,61356221.0,PG-13,14000000.0,2007.0
2774,The Spy Who Loved Me ,http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1,76477,7.1,123.0,46800000.0,PG,14000000.0,1977.0
2775,Ghost Hunters             ,http://www.imdb.com/title/tt0426697/?ref_=fn_tt_tt_1,5563,6.6,60.0,,,,
2776,Urban Legend ,http://www.imdb.com/title/tt0146336/?ref_=fn_tt_tt_1,47814,5.5,99.0,38048637.0,R,14000000.0,1998.0
2777,Dangerous Liaisons ,http://www.imdb.com/title/tt0094947/?ref_=fn_tt_tt_1,52846,7.7,119.0,34700000.0,R,14000000.0,1988.0
2778,Good Deeds ,http://www.imdb.com/title/tt1885265/?ref_=fn_tt_tt_1,6352,5.4,110.0,35010192.0,PG-13,,2012.0
2779,White Fang ,http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1,15730,6.7,107.0,34793160.0,PG,14000000.0,1991.0
2780,Superstar ,http://www.imdb.com/title/tt0167427/?ref_=fn_tt_tt_1,15047,5.0,81.0,30628981.0,PG-13,14000000.0,1999.0
2781,The Iron Lady ,http://www.imdb.com/title/tt1007029/?ref_=fn_tt_tt_1,82327,6.4,105.0,29959436.0,PG-13,13000000.0,2011.0
2782,Jonah: A VeggieTales Movie ,http://www.imdb.com/title/tt0298388/?ref_=fn_tt_tt_1,3135,6.6,82.0,25571351.0,G,14000000.0,2002.0
2783,Poetic Justice ,http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1,8904,5.9,109.0,27515786.0,R,14000000.0,1993.0
2784,All About the Benjamins ,http://www.imdb.com/title/tt0278295/?ref_=fn_tt_tt_1,9693,5.7,95.0,25482931.0,R,14000000.0,2002.0
2785,Vampire in Brooklyn ,http://www.imdb.com/title/tt0114825/?ref_=fn_tt_tt_1,17262,4.5,100.0,19900000.0,R,20000000.0,1995.0
2786,Exorcist II: The Heretic ,http://www.imdb.com/title/tt0076009/?ref_=fn_tt_tt_1,16294,3.7,118.0,,R,14000000.0,1977.0
2787,An American Haunting ,http://www.imdb.com/title/tt0429573/?ref_=fn_tt_tt_1,22207,5.0,91.0,16298046.0,PG-13,14000000.0,2005.0
2788,My Boss's Daughter ,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,24038,4.6,90.0,15549702.0,PG-13,14000000.0,2003.0
2789,A Perfect Getaway ,http://www.imdb.com/title/tt0971209/?ref_=fn_tt_tt_1,56338,6.5,108.0,15483540.0,R,14000000.0,2009.0
2790,Our Family Wedding ,http://www.imdb.com/title/tt1305583/?ref_=fn_tt_tt_1,5721,4.9,103.0,20246959.0,PG-13,14000000.0,2010.0
2791,Dead Man on Campus ,http://www.imdb.com/title/tt0118301/?ref_=fn_tt_tt_1,11729,6.0,96.0,15062898.0,R,14000000.0,1998.0
2792,Tea with Mussolini ,http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1,9323,6.9,117.0,14348123.0,PG,12000000.0,1999.0
2793,Thinner ,http://www.imdb.com/title/tt0117894/?ref_=fn_tt_tt_1,19805,5.7,93.0,15171475.0,R,8500000.0,1996.0
2794,"New York, New York ",http://www.imdb.com/title/tt0076451/?ref_=fn_tt_tt_1,13548,6.7,136.0,,PG,14000000.0,1977.0
2795,Crooklyn ,http://www.imdb.com/title/tt0109504/?ref_=fn_tt_tt_1,6011,6.9,115.0,13640000.0,PG-13,14000000.0,1994.0
2796,I Think I Love My Wife ,http://www.imdb.com/title/tt0770772/?ref_=fn_tt_tt_1,13866,5.5,94.0,12550242.0,R,,2007.0
2797,Jason X ,http://www.imdb.com/title/tt0211443/?ref_=fn_tt_tt_1,38985,4.4,85.0,12610731.0,R,11000000.0,2001.0
2798,Big Fat Liar ,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,29008,5.4,88.0,47811275.0,PG,15000000.0,2002.0
2799,Bobby ,http://www.imdb.com/title/tt0308055/?ref_=fn_tt_tt_1,38142,7.0,112.0,11204499.0,R,14000000.0,2006.0
2800,Head Over Heels ,http://www.imdb.com/title/tt0192111/?ref_=fn_tt_tt_1,11693,5.4,86.0,10397365.0,PG-13,14000000.0,2001.0
2801,Fun Size ,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,11233,5.4,86.0,9402410.0,PG-13,14000000.0,2012.0
2802,The Diving Bell and the Butterfly ,http://www.imdb.com/title/tt0401383/?ref_=fn_tt_tt_1,89906,8.0,112.0,5990075.0,PG-13,,2007.0
2803,Little Children ,http://www.imdb.com/title/tt0404203/?ref_=fn_tt_tt_1,92781,7.6,137.0,5459824.0,R,26000000.0,2006.0
2804,Gossip ,http://www.imdb.com/title/tt0176783/?ref_=fn_tt_tt_1,12519,5.9,90.0,5108820.0,R,24000000.0,2000.0
2805,A Walk on the Moon ,http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1,6782,6.6,107.0,4741987.0,R,14000000.0,1999.0
2806,Catch a Fire ,http://www.imdb.com/title/tt0437232/?ref_=fn_tt_tt_1,9334,6.7,98.0,4291965.0,PG-13,14000000.0,2006.0
2807,Soul Survivors ,http://www.imdb.com/title/tt0218619/?ref_=fn_tt_tt_1,7277,3.9,84.0,3100650.0,PG-13,14000000.0,2001.0
2808,Jefferson in Paris ,http://www.imdb.com/title/tt0113463/?ref_=fn_tt_tt_1,2427,5.7,139.0,2474000.0,PG-13,14000000.0,1995.0
2809,Easy Virtue ,http://www.imdb.com/title/tt0808244/?ref_=fn_tt_tt_1,16444,6.7,97.0,2656324.0,PG-13,,2008.0
2810,Caravans ,http://www.imdb.com/title/tt0077296/?ref_=fn_tt_tt_1,524,6.5,127.0,1000000.0,PG,14000000.0,1978.0
2811,Mr. Turner ,http://www.imdb.com/title/tt2473794/?ref_=fn_tt_tt_1,17933,6.8,150.0,3958500.0,R,8200000.0,2014.0
2812,Wild Grass ,http://www.imdb.com/title/tt1156143/?ref_=fn_tt_tt_1,3174,6.3,104.0,403649.0,PG,,2009.0
2813,Amen. ,http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1,11077,7.3,132.0,274299.0,Unrated,103000000.0,2002.0
2814,Reign of Assassins ,http://www.imdb.com/title/tt1460743/?ref_=fn_tt_tt_1,6069,6.9,117.0,,R,12000000.0,2010.0
2815,The Lucky Ones ,http://www.imdb.com/title/tt0981072/?ref_=fn_tt_tt_1,11704,7.0,115.0,183088.0,R,15000000.0,2008.0
2816,Margaret ,http://www.imdb.com/title/tt0466893/?ref_=fn_tt_tt_1,12053,6.5,186.0,46495.0,R,14000000.0,2011.0
2817,Stan Helsing ,http://www.imdb.com/title/tt1185266/?ref_=fn_tt_tt_1,9928,3.6,90.0,,R,,2009.0
2818,Flipped ,http://www.imdb.com/title/tt0817177/?ref_=fn_tt_tt_1,60460,7.7,90.0,1752214.0,PG,14000000.0,2010.0
2819,Brokeback Mountain ,http://www.imdb.com/title/tt0388795/?ref_=fn_tt_tt_1,259837,7.7,134.0,83025853.0,R,14000000.0,2005.0
2820,Teenage Mutant Ninja Turtles ,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1,167089,5.9,101.0,190871240.0,PG-13,125000000.0,2014.0
2821,Clueless ,http://www.imdb.com/title/tt0112697/?ref_=fn_tt_tt_1,123390,6.8,97.0,56631572.0,PG-13,12000000.0,1995.0
2822,Far from Heaven ,http://www.imdb.com/title/tt0297884/?ref_=fn_tt_tt_1,36542,7.4,107.0,15854988.0,PG-13,13500000.0,2002.0
2823,Hot Tub Time Machine 2 ,http://www.imdb.com/title/tt2637294/?ref_=fn_tt_tt_1,28159,5.1,99.0,12282677.0,R,14000000.0,2015.0
2824,Dekalog             ,http://www.imdb.com/title/tt0092337/?ref_=fn_tt_tt_1,12590,9.1,55.0,447093.0,TV-MA,,
2825,Quills ,http://www.imdb.com/title/tt0180073/?ref_=fn_tt_tt_1,44795,7.4,124.0,7060876.0,R,13500000.0,2000.0
2826,Seven Psychopaths ,http://www.imdb.com/title/tt1931533/?ref_=fn_tt_tt_1,185845,7.2,110.0,14989761.0,R,15000000.0,2012.0
2827,The Caveman's Valentine ,http://www.imdb.com/title/tt0182000/?ref_=fn_tt_tt_1,5602,6.0,105.0,687081.0,R,,2001.0
2828,The Border             ,http://www.imdb.com/title/tt4048942/?ref_=fn_tt_tt_1,271,7.4,41.0,,,,
2829,Downfall ,http://www.imdb.com/title/tt0363163/?ref_=fn_tt_tt_1,248354,8.3,178.0,5501940.0,R,13500000.0,2004.0
2830,The Sea Inside ,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,64556,8.1,125.0,2086345.0,PG-13,10000000.0,2004.0
2831,Under the Skin ,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,85022,6.3,108.0,2605039.0,R,,2013.0
2832,"Good Morning, Vietnam ",http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,98348,7.3,121.0,123922370.0,R,13000000.0,1987.0
2833,The Last Godfather ,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,912,3.6,100.0,163591.0,PG-13,13400000.0,2010.0
2834,Justin Bieber: Never Say Never ,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,74351,1.6,115.0,73000942.0,G,13000000.0,2011.0
2835,Black Swan ,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,551363,8.0,108.0,106952327.0,R,13000000.0,2010.0
2836,RoboCop ,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,182910,6.2,117.0,58607007.0,PG-13,100000000.0,2014.0
2837,The Godfather: Part II ,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,790926,9.0,220.0,57300000.0,R,13000000.0,1974.0
2838,Save the Last Dance ,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,47876,6.1,112.0,91038276.0,PG-13,13000000.0,2001.0
2839,A Nightmare on Elm Street 4: The Dream Master ,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,36108,5.7,99.0,49369900.0,R,7000000.0,1988.0
2840,Miracles from Heaven ,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,6276,6.8,109.0,61693523.0,PG,13000000.0,2016.0
2841,"Dude, Where's My Car? ",http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,116625,5.5,83.0,46729374.0,PG-13,13000000.0,2000.0
2842,Young Guns ,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,42614,6.8,107.0,44726644.0,R,13000000.0,1988.0
2843,St. Vincent ,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,72803,7.3,102.0,44134898.0,PG-13,13000000.0,2014.0
2844,About Last Night ,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,16979,6.1,100.0,48637684.0,R,12500000.0,2014.0
2845,10 Things I Hate About You ,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,222099,7.2,97.0,38176108.0,PG-13,16000000.0,1999.0
2846,The New Guy ,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,28805,5.9,92.0,28972187.0,PG-13,13000000.0,2002.0
2847,Loaded Weapon 1 ,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,37611,6.1,84.0,27979400.0,PG-13,8200000.0,1993.0
2848,The Shallows ,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,12983,6.8,86.0,54257433.0,PG-13,17000000.0,2016.0
2849,The Butterfly Effect ,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,357579,7.7,120.0,23947.0,R,13000000.0,2004.0
2850,Snow Day ,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,9285,4.9,89.0,60008303.0,PG,13000000.0,2000.0
2851,This Christmas ,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,6528,6.1,117.0,49121934.0,PG-13,13000000.0,2007.0
2852,Baby Geniuses ,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,19547,2.5,97.0,27141959.0,PG,18000000.0,1999.0
2853,The Big Hit ,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,24834,6.1,91.0,27052167.0,R,13000000.0,1998.0
2854,Harriet the Spy ,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,7984,5.9,100.0,26539321.0,PG,13000000.0,1996.0
2855,Child's Play 2 ,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,31371,5.7,72.0,28501605.0,R,13000000.0,1990.0
2856,No Good Deed ,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,12676,5.6,84.0,52543632.0,PG-13,13200000.0,2014.0
2857,The Mist ,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,220475,7.2,126.0,25592632.0,R,18000000.0,2007.0
2858,Ex Machina ,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,289508,7.7,108.0,25440971.0,R,15000000.0,2015.0
2859,Being John Malkovich ,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,254404,7.8,112.0,22858926.0,R,13000000.0,1999.0
2860,Two Can Play That Game ,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,4339,6.1,90.0,22235901.0,R,6000000.0,2001.0
2861,Earth to Echo ,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,15664,5.8,91.0,38916903.0,PG,13000000.0,2014.0
2862,Crazy/Beautiful ,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,21406,6.5,135.0,16929123.0,PG-13,14000000.0,2001.0
2863,Letters from Iwo Jima ,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,132149,7.9,141.0,13753931.0,R,19000000.0,2006.0
2864,The Astronaut Farmer ,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,19707,6.3,104.0,10996440.0,PG,13000000.0,2006.0
2865,Woo ,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,1520,3.8,84.0,8026971.0,R,13000000.0,1998.0
2866,Room ,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,161288,8.3,118.0,14677654.0,R,13000000.0,2015.0
2867,Dirty Work ,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,20033,6.4,82.0,9975684.0,PG-13,13000000.0,1998.0
2868,Serial Mom ,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,21212,6.7,95.0,7881335.0,R,13000000.0,1994.0
2869,Dick ,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,16059,6.1,94.0,6241697.0,PG-13,13000000.0,1999.0
2870,Del 1 - Män som hatar kvinnor             ,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,335,8.1,88.0,,,,
2871,Light It Up ,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,3116,6.0,99.0,5871603.0,R,13000000.0,1999.0
2872,54 ,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,27675,5.8,121.0,16574731.0,R,13000000.0,1998.0
2873,Bubble Boy ,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,25541,5.6,84.0,5002310.0,PG-13,13000000.0,2001.0
2874,Birthday Girl ,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,21530,6.1,93.0,4919896.0,R,13000000.0,2001.0
2875,21 & Over ,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,60407,5.9,93.0,25675765.0,R,13000000.0,2013.0
2876,"Paris, je t'aime ",http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,63084,7.3,120.0,4857376.0,R,13000000.0,2006.0
2877,Resurrecting the Champ ,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,18442,6.8,112.0,3169424.0,PG-13,13000000.0,2007.0
2878,Admission ,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,28573,5.7,107.0,18004225.0,PG-13,13000000.0,2013.0
2879,The Widow of Saint-Pierre ,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,4767,7.3,112.0,3058380.0,R,100000000.0,2000.0
2880,Chloe ,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,56264,6.3,96.0,3074838.0,R,11000000.0,2009.0
2881,Faithful ,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,1595,5.9,91.0,2104000.0,R,13000000.0,1996.0
2882,Brothers ,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,88037,7.1,105.0,28501651.0,R,26000000.0,2009.0
2883,Find Me Guilty ,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,28068,7.1,125.0,1172769.0,R,13000000.0,2006.0
2884,The Perks of Being a Wallflower ,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,351274,8.0,102.0,17738570.0,PG-13,13000000.0,2012.0
2885,Excessive Force ,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,922,5.1,87.0,1200000.0,R,3000000.0,1993.0
2886,Infamous ,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,14143,7.1,118.0,1150403.0,R,13000000.0,2006.0
2887,The Claim ,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,5254,6.5,115.0,403932.0,R,20000000.0,2000.0
2888,The Vatican Tapes ,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,7199,4.5,91.0,1712111.0,PG-13,8495000.0,2015.0
2889,Attack the Block ,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,82331,6.6,88.0,1024175.0,R,13000000.0,2011.0
2890,In the Land of Blood and Honey ,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,31414,4.3,127.0,301305.0,R,13000000.0,2011.0
2891,The Call ,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,88241,6.7,94.0,51872378.0,R,13000000.0,2013.0
